birth_department,birth_city,nationality,age,gender,stratum,pbm,admission_type,faculty,program
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 3,28,Regular,Administración,Administración de Sistemas Informáticos
CESAR,CHIMICHAGUA,Colombiana,23,Hombres,Estrato 1,2,PAES,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 3,33,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,23,Hombres,Estrato 2,10,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 3,29,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 2,12,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,20,Mujeres,Estrato 3,45,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,22,Mujeres,Estrato 3,44,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,18,Mujeres,Estrato 2,11,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,17,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,43,Regular,Ingeniería y arquitectura,Arquitectura
TOLIMA,CAJAMARCA,Colombiana,24,Mujeres,Estrato 2,23,Regular,Administración,Gestión Cultural y Comunicativa
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 3,53,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
PUTUMAYO,VILLAGARZÓN,Colombiana,22,Mujeres,Estrato 2,8,PEAMA,Ingeniería y arquitectura,Ingeniería Industrial
RISARALDA,PEREIRA,Colombiana,24,Hombres,Estrato 1,4,PAES,Administración,Administración de Empresas (Nocturno)
VALLE DEL CAUCA,TULUÁ,Colombiana,20,Hombres,Estrato 3,33,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
NARIÑO,PASTO,Colombiana,17,Hombres,ND/NE,45,Regular,Ingeniería y arquitectura,Arquitectura
BOYACÁ,SOGAMOSO,Colombiana,22,Mujeres,Estrato 1,6,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,23,Hombres,Estrato 3,56,Regular,Administración,Administración de Sistemas Informáticos
TOLIMA,IBAGUÉ,Colombiana,18,Hombres,Estrato 3,18,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,17,Hombres,Estrato 6,97,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 3,40,Regular,Ingeniería y arquitectura,Ingeniería Industrial
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,21,Mujeres,Estrato 2,9,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,25,Mujeres,Estrato 2,12,Regular,Ingeniería y arquitectura,Ingeniería Civil
QUINDÍO,ARMENIA,Colombiana,22,Hombres,Estrato 1,45,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 3,20,Regular,Ingeniería y arquitectura,Arquitectura
MAGDALENA,PLATO,Colombiana,18,Hombres,Estrato 2,37,Regular,Administración,Administración de Empresas (Diurno)
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,18,Mujeres,Estrato 2,35,Regular,Administración,Administración de Empresas (Diurno)
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,21,Mujeres,Estrato 3,56,Regular,Ingeniería y arquitectura,Ingeniería Civil
TOLIMA,LÍBANO,Colombiana,19,Hombres,Estrato 1,2,PAES,Ingeniería y arquitectura,Ingeniería Eléctrica
NARIÑO,ROBERTO PAYÁN,Colombiana,21,Hombres,Estrato 1,3,PEAMA,Ciencias exactas y naturales,Matemáticas
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,28,Hombres,ND/NE,18,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,18,Mujeres,Estrato 3,51,Regular,Ingeniería y arquitectura,Ingeniería Industrial
NARIÑO,IPIALES,Colombiana,21,Hombres,Estrato 1,2,PAES,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,24,Hombres,Estrato 2,18,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,23,Mujeres,Estrato 2,20,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,24,Hombres,Estrato 1,9,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,17,Hombres,Estrato 2,9,Regular,Ciencias exactas y naturales,Ciencias de la Computación
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 4,61,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,LA DORADA,Colombiana,20,Hombres,Estrato 3,53,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,24,Mujeres,Estrato 3,40,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 2,65,Regular,Ciencias exactas y naturales,Ciencias de la Computación
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 1,4,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 1,3,Regular,Ciencias exactas y naturales,Ingeniería Física
NARIÑO,SAN ÁNDRES DE TUMACO,Colombiana,27,Mujeres,Estrato 1,4,PEAMA,Ingeniería y arquitectura,Ingeniería Química
CALDAS,RIOSUCIO,Colombiana,20,Hombres,Estrato 1,34,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CAQUETÁ,VALPARAÍSO,Colombiana,23,Hombres,Estrato 2,24,Regular,Ciencias exactas y naturales,Ingeniería Física
NARIÑO,PASTO,Colombiana,19,Mujeres,Estrato 1,49,Regular,Ingeniería y arquitectura,Ingeniería Industrial
HUILA,GARZÓN,Colombiana,21,Mujeres,Estrato 2,8,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
VALLE DEL CAUCA,TULUÁ,Colombiana,18,Mujeres,Estrato 3,41,Regular,Ingeniería y arquitectura,Ingeniería Civil
NARIÑO,IPIALES,Colombiana,21,Mujeres,Estrato 1,5,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CHOCÓ,BOJAYÁ,Colombiana,30,Hombres,Estrato 2,14,Regular,Administración,Gestión Cultural y Comunicativa
NARIÑO,SAN ÁNDRES DE TUMACO,Colombiana,23,Hombres,Estrato 1,28,PEAMA,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 2,7,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 3,15,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,24,Hombres,Estrato 2,13,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,24,Hombres,Estrato 3,20,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CASANARE,YOPAL,Colombiana,26,Hombres,Estrato 3,14,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
NARIÑO,PASTO,Colombiana,24,Mujeres,Estrato 1,4,PAES,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,23,Mujeres,Estrato 3,29,Regular,Ingeniería y arquitectura,Arquitectura
NARIÑO,FUNES,Colombiana,20,Hombres,Estrato 1,3,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
QUINDÍO,ARMENIA,Colombiana,18,Hombres,Estrato 3,22,Regular,Administración,Administración de Sistemas Informáticos
QUINDÍO,ARMENIA,Colombiana,23,Hombres,Estrato 2,9,Regular,Ingeniería y arquitectura,Ingeniería Química
CASANARE,VILLANUEVA,Colombiana,23,Hombres,Estrato 2,27,PEAMA,Ingeniería y arquitectura,Ingeniería Civil
ARAUCA,ARAUCA,Colombiana,23,Mujeres,Estrato 2,9,Regular,Ingeniería y arquitectura,Ingeniería Química
ARAUCA,ARAUCA,Colombiana,19,Hombres,Estrato 2,39,PEAMA,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,23,Mujeres,Estrato 2,9,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANZANARES,Colombiana,21,Hombres,Estrato 1,16,Regular,Ingeniería y arquitectura,Ingeniería Química
NARIÑO,GUACHUCAL,Colombiana,20,Hombres,Estrato 1,38,PAES,Ingeniería y arquitectura,Ingeniería Química
BOYACÁ,SOGAMOSO,Colombiana,19,Mujeres,Estrato 2,12,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,LA DORADA,Colombiana,22,Mujeres,Estrato 2,38,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,22,Mujeres,Estrato 5,70,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,NEIRA,Colombiana,30,Mujeres,Estrato 1,4,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,27,Mujeres,Estrato 3,18,Regular,Administración,Administración de Empresas (Nocturno)
TOLIMA,IBAGUÉ,Colombiana,19,Hombres,Estrato 3,24,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
HUILA,NEIVA,Colombiana,23,Hombres,Estrato 2,62,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 3,37,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 2,19,Regular,Ciencias exactas y naturales,Ciencias de la Computación
NARIÑO,PASTO,Colombiana,21,Mujeres,Estrato 2,33,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 1,5,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 1,13,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CUNDINAMARCA,GIRARDOT,Colombiana,18,Hombres,Estrato 3,41,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,17,Mujeres,Estrato 4,82,Regular,Ciencias exactas y naturales,Matemáticas
HUILA,GARZÓN,Colombiana,21,Hombres,Estrato 2,26,Regular,Ciencias exactas y naturales,Ingeniería Física
GUAINÍA,INÍRIDA,Colombiana,24,Hombres,Estrato 1,6,PAES,Administración,Gestión Cultural y Comunicativa
BOYACÁ,AQUITANIA,Colombiana,23,Mujeres,Estrato 2,8,Regular,Ciencias exactas y naturales,Ciencias de la Computación
PUTUMAYO,VILLAGARZÓN,Colombiana,18,Hombres,Estrato 1,48,PAES,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,56,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 2,7,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,23,Hombres,Estrato 2,42,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,19,Mujeres,Estrato 3,47,PAES,Ingeniería y arquitectura,Arquitectura
CUNDINAMARCA,VILLETA,Colombiana,27,Hombres,Estrato 2,18,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,PENSILVANIA,Colombiana,21,Hombres,Estrato 3,17,Regular,Ciencias exactas y naturales,Ingeniería Física
ANTIOQUIA,URRAO,Colombiana,23,Mujeres,Estrato 3,21,Regular,Administración,Administración de Sistemas Informáticos
RISARALDA,BELÉN DE UMBRÍA,Colombiana,25,Hombres,Estrato 3,17,Regular,Ingeniería y arquitectura,Arquitectura
NARIÑO,BUESACO,Colombiana,21,Mujeres,Estrato 1,5,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,19,Mujeres,Estrato 2,12,Regular,Ingeniería y arquitectura,Ingeniería Industrial
VALLE DEL CAUCA,TULUÁ,Colombiana,20,Mujeres,Estrato 2,11,Regular,Ingeniería y arquitectura,Arquitectura
TOLIMA,FRESNO,Colombiana,22,Mujeres,Estrato 1,9,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,19,Mujeres,Estrato 2,23,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,23,Hombres,Estrato 1,3,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,17,Mujeres,Estrato 3,41,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,24,Mujeres,Estrato 1,5,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 3,19,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,19,Mujeres,Estrato 3,14,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,19,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 1,13,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
META,GRANADA,Colombiana,17,Hombres,Estrato 2,20,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,37,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
TOLIMA,FRESNO,Colombiana,19,Mujeres,Estrato 1,9,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,22,Mujeres,Estrato 1,43,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,38,Regular,Administración,Administración de Sistemas Informáticos
VALLE DEL CAUCA,CARTAGO,Colombiana,23,Hombres,Estrato 2,6,PEAMA,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 3,19,Regular,Ingeniería y arquitectura,Ingeniería Civil
NARIÑO,IPIALES,Colombiana,22,Hombres,Estrato 2,8,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 4,50,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 2,37,Regular,Ingeniería y arquitectura,Ingeniería Industrial
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,22,Hombres,Estrato 1,5,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MARULANDA,Colombiana,22,Mujeres,Estrato 3,17,Regular,Administración,Administración de Sistemas Informáticos
META,SAN MARTÍN,Colombiana,20,Mujeres,Estrato 1,3,Regular,Ingeniería y arquitectura,Ingeniería Industrial
RISARALDA,SANTA ROSA DE CABAL,Colombiana,25,Mujeres,Estrato 2,7,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 4,50,Regular,Administración,Administración de Sistemas Informáticos
TOLIMA,IBAGUÉ,Colombiana,18,Hombres,Estrato 2,11,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
Sin información,Sin información,Extranjero,19,Hombres,Estrato 6,72,Regular,Ingeniería y arquitectura,Ingeniería Civil
VALLE DEL CAUCA,CALI,Colombiana,24,Hombres,Estrato 3,68,Regular,Ingeniería y arquitectura,Ingeniería Química
QUINDÍO,ARMENIA,Colombiana,22,Hombres,Estrato 4,55,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 3,40,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CAUCA,INZÁ,Colombiana,24,Mujeres,Estrato 1,38,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",SAN ANDRÉS,Colombiana,19,Hombres,Estrato 2,29,PEAMA,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,24,Hombres,Estrato 3,51,Regular,Administración,Administración de Sistemas Informáticos
TOLIMA,IBAGUÉ,Colombiana,18,Hombres,Estrato 4,28,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 4,57,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,46,Regular,Ingeniería y arquitectura,Ingeniería Industrial
NARIÑO,PASTO,Colombiana,21,Hombres,ND/NE,1,PAES,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,23,Mujeres,Estrato 2,7,Regular,Administración,Administración de Empresas (Nocturno)
AMAZONAS,LETICIA,Colombiana,20,Hombres,Estrato 2,41,PEAMA,Ingeniería y arquitectura,Ingeniería Electrónica
CESAR,CHIMICHAGUA,Colombiana,22,Hombres,Estrato 1,2,PAES,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,18,Mujeres,Estrato 1,3,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 3,20,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 2,6,Regular,Ciencias exactas y naturales,Ingeniería Física
HUILA,NEIVA,Colombiana,21,Hombres,Estrato 1,6,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
NARIÑO,IPIALES,Colombiana,22,Mujeres,Estrato 2,43,Regular,Ingeniería y arquitectura,Ingeniería Química
CAQUETÁ,FLORENCIA,Colombiana,25,Hombres,Estrato 3,51,PAES,Ingeniería y arquitectura,Arquitectura
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,23,Hombres,Estrato 2,43,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 1,41,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 3,39,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,20,Mujeres,Estrato 3,39,Regular,Ingeniería y arquitectura,Ingeniería Química
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,18,Hombres,Estrato 6,88,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 2,40,Regular,Administración,Administración de Empresas (Nocturno)
NARIÑO,LOS ANDES,Colombiana,22,Hombres,Estrato 2,13,Regular,Ciencias exactas y naturales,Matemáticas
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 3,47,Regular,Ingeniería y arquitectura,Ingeniería Industrial
SANTANDER,PUENTE NACIONAL,Colombiana,21,Mujeres,Estrato 2,10,Regular,Ciencias exactas y naturales,Ingeniería Física
CESAR,CHIMICHAGUA,Colombiana,18,Mujeres,Estrato 1,3,PAES,Administración,Gestión Cultural y Comunicativa
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,22,Hombres,Estrato 6,98,Regular,Ingeniería y arquitectura,Ingeniería Industrial
Sin información,Sin información,Extranjero,21,Hombres,Estrato 3,20,Regular,Ingeniería y arquitectura,Arquitectura
NARIÑO,IPIALES,Colombiana,23,Hombres,Estrato 1,3,PAES,Ingeniería y arquitectura,Arquitectura
BOYACÁ,PUERTO BOYACÁ,Colombiana,18,Mujeres,Estrato 2,49,Regular,Ingeniería y arquitectura,Arquitectura
CHOCÓ,QUIBDÓ,Colombiana,19,Mujeres,Estrato 1,33,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,CHINCHINÁ,Colombiana,20,Hombres,Estrato 2,7,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,22,Mujeres,Estrato 2,12,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MARQUETALIA,Colombiana,22,Mujeres,Estrato 2,28,Regular,Ingeniería y arquitectura,Ingeniería Industrial
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,18,Hombres,Estrato 2,39,Regular,Ingeniería y arquitectura,Ingeniería Química
SANTANDER,FLORIDABLANCA,Colombiana,20,Mujeres,Estrato 3,18,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 2,11,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 1,5,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,21,Regular,Ingeniería y arquitectura,Ingeniería Industrial
NARIÑO,IPIALES,Colombiana,23,Hombres,Estrato 1,6,PEAMA,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,17,Hombres,Estrato 2,8,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 1,6,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
TOLIMA,CAJAMARCA,Colombiana,19,Mujeres,Estrato 2,52,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 2,13,Regular,Administración,Administración de Empresas (Nocturno)
VALLE DEL CAUCA,CALI,Colombiana,29,Hombres,Estrato 1,12,Regular,Administración,Administración de Empresas (Nocturno)
TOLIMA,FRESNO,Colombiana,21,Hombres,Estrato 1,4,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Colombiana,20,Mujeres,Estrato 2,37,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 4,66,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,20,Mujeres,Estrato 3,20,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,27,Mujeres,Estrato 2,9,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 5,92,Regular,Ingeniería y arquitectura,Ingeniería Civil
TOLIMA,IBAGUÉ,Colombiana,20,Mujeres,Estrato 3,49,Regular,Ingeniería y arquitectura,Ingeniería Química
NARIÑO,PASTO,Colombiana,26,Mujeres,Estrato 2,23,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 4,25,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,23,Mujeres,Estrato 3,16,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 3,53,Regular,Administración,Administración de Empresas (Diurno)
TOLIMA,IBAGUÉ,Colombiana,20,Hombres,Estrato 2,14,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,30,Hombres,Estrato 1,5,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,22,Mujeres,Estrato 2,19,Regular,Administración,Administración de Empresas (Diurno)
BOYACÁ,DUITAMA,Colombiana,22,Mujeres,Estrato 3,42,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 2,11,Regular,Administración,Administración de Sistemas Informáticos
QUINDÍO,ARMENIA,Colombiana,20,Mujeres,Estrato 2,51,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,20,Mujeres,Estrato 3,41,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,21,Mujeres,Estrato 2,9,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,23,Mujeres,Estrato 3,18,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,23,Hombres,Estrato 2,25,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,23,Mujeres,Estrato 1,3,Regular,Administración,Administración de Empresas (Nocturno)
TOLIMA,IBAGUÉ,Colombiana,24,Hombres,Estrato 2,19,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,18,Mujeres,Estrato 3,24,Regular,Ingeniería y arquitectura,Ingeniería Industrial
NORTE DE SANTANDER,CÚCUTA,Colombiana,20,Mujeres,Estrato 3,48,Regular,Ingeniería y arquitectura,Arquitectura
TOLIMA,RONCESVALLES,Colombiana,33,Mujeres,Estrato 2,7,PAES,Administración,Gestión Cultural y Comunicativa
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 2,10,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,VITERBO,Colombiana,21,Hombres,Estrato 2,35,Regular,Ciencias exactas y naturales,Ingeniería Física
NARIÑO,PASTO,Colombiana,21,Mujeres,Estrato 1,2,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,20,Hombres,Estrato 2,9,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 3,24,Regular,Ingeniería y arquitectura,Ingeniería Civil
NARIÑO,SAMANIEGO,Colombiana,22,Hombres,Estrato 2,20,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
PUTUMAYO,SIBUNDOY,Colombiana,22,Hombres,Estrato 1,3,PEAMA,Ingeniería y arquitectura,Ingeniería Química
META,ACACÍAS,Colombiana,20,Mujeres,Estrato 2,33,Regular,Ingeniería y arquitectura,Ingeniería Química
CALDAS,MANIZALES,Colombiana,24,Mujeres,Estrato 3,47,Regular,Ingeniería y arquitectura,Ingeniería Industrial
CALDAS,MANIZALES,Colombiana,22,Hombres,Estrato 3,36,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,18,Mujeres,Estrato 3,19,Regular,Ciencias exactas y naturales,Ingeniería Física
CALDAS,MANIZALES,Colombiana,24,Mujeres,Estrato 2,9,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,LA DORADA,Colombiana,18,Mujeres,Estrato 1,34,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,21,Hombres,Estrato 2,37,Regular,Ingeniería y arquitectura,Ingeniería Civil
CALDAS,SUPÍA,Colombiana,22,Hombres,Estrato 3,14,PAES,Ingeniería y arquitectura,Ingeniería Civil
BOYACÁ,SOGAMOSO,Colombiana,19,Mujeres,Estrato 2,7,Regular,Administración,Administración de Empresas (Diurno)
CALDAS,MANIZALES,Colombiana,18,Hombres,Estrato 3,43,Regular,Ingeniería y arquitectura,Ingeniería Electrónica
CALDAS,MANIZALES,Colombiana,19,Hombres,Estrato 4,26,Regular,Administración,Administración de Sistemas Informáticos
CALDAS,MANIZALES,Colombiana,19,Mujeres,Estrato 4,23,Regular,Ingeniería y arquitectura,Arquitectura
CALDAS,MANIZALES,Colombiana,32,Mujeres,Estrato 1,12,Regular,Administración,Administración de Empresas (Nocturno)
CALDAS,MANIZALES,Colombiana,26,Hombres,Estrato 3,15,Regular,Ingeniería y arquitectura,Ingeniería Eléctrica
CALDAS,MANIZALES,Colombiana,18,Mujeres,Estrato 5,81,Regular,Ingeniería y arquitectura,Ingeniería Química
